"Pot.ID","Population","Line","Replicate","Treatment","pot.labelled.","Labelled.Pot.Weight..g.","Pot...dry.Soil.Weight..g.","Soil.Added.Weight..g.","Soil.Mix.Batch.Number.x","Pot...wet.soil.weight..g.","Water.weight..g.","H20.g....soil..g.","First.Calc.of.FC.weight","oven.dried.soil..g.","oven.dried.soil...empty.pot..W0.","g.H20.at.FC..wf.W0.equivalent.","Notes.x","Soil.Mix.Batch.Number.y","Emergence","notes.x","Bolting","Flowering","Wilted_Died","Leaf_Collected","FreshWt_g","SatWt_g","DriedWt_g","Notes.y","LeafArea","LeafPerimeter","Scale..pixels.cm.","Notes.1","SLA","LDMC","RWC","LeafNum_.07222021","Notes.x","LeafNum_08262021","NumRemoved_08262021","RosetteLeafNum_10042021","StalkLeafNum_10042021","notes.y","RosetteLeafNum_bolt","notes.1","RosetteLeafNum_Flower","StalkLeafNum_Flower","notes.2","Harvest.Date","RosetteLeafNum","FreshRosetteG","DryRosetteG","FreshReproG","DryReproG","FreshRootG","DryRootG","Notes.y","Root_to_Shoot","Repro_to_Ros","IJ_FruitCount","FruitCounter","BranchStructure","LatBranches","PrimaryStalks","Height_cm","TotFruit","FruitCollected","FruitColLocation","DoneFlwr","NumFlwrLeft","Notes","FruitColWt_mg","SeedColWt_mg","ScanPosition","ScanPhotoName","IJ_SeedCount","SeedCounter","Notes2"
"R47-2-C","RODA","47","2","Current","yes","6.749","56.6172","49.8682","3","178.74","122.12","2.45","120.39","22.79","29.54",143.12,"","3","6/28/2021","","10/12/2021","10/25/2021","","10/25/2021",0.0813,0.0928,0.0076,"",3.049,12.729,"","",401.184210526316,0.0818965517241379,0.865023474178404,6,"",12,"n",25,0,"",31,"",NA,NA,"","12/8/2021",24,"-",0.22836,"-",1.9483,"-",NA,"",NA,8.53170432650201,425,"CC","bent",9,9,71,"714",10,"3,8,11,13,15,17,19,21,23,25","n","135","",29.87,20.15,"TEST","TEST",554,"SB","722 in IMG_001"
"R47-2-CF","RODA","47","2","Current/Future","yes","6.295","56.3773","50.0823","4","177.61","121.23","2.42","120.91","22.89","29.18",143.74,"","4","6/29/2021","","10/5/2021","10/16/2021","","10/16/2021",0.0593,0.0688,0.0071,"",2.789,9.8,"","",392.816901408451,0.103197674418605,0.846029173419773,5,"",13,"n",31,0,"",NA,"",29,7,"includes leaf removed at flowering … counted at flower","11/16/2021",30,"-",0.17241,"-",0.29114,"-",NA,"",NA,1.68864915028131,111,"TM","bent",7,1,32,"139",11,"10,12,14,16,20,22,24,26,28,30,32","n","16","",19.89,11.59,"6","8",490,"EA",""
"R47-2-F","RODA","47","2","Future","yes","6.545","56.9372","50.3922","3","161.1","104.16","2.07","121.65","23.03","29.57",144.62,"","3","6/28/2021","","10/11/2021","10/23/2021","","10/23/2021",0.0541,0.0649,0.0071,"",2.313,9.665,"","",325.774647887324,0.10939907550077,0.813148788927336,8,"",18,"n",38,0,"",40,"",NA,NA,"","11/13/2021",37,"1.0106",0.20062,"1.0377",0.24564,"-",NA,"",NA,1.22440434652577,81,"TM","leaning",8,1,29,"89",10,"6,8,10,12,14,16,18,20,22,24","n","4","",17.51,9.61,"9","3",500,"CH",""
"R47-3-C","RODA","47","3","Current","yes","6.784","56.5475","49.7635","5","175.25","118.70","2.39","120.14","22.74","29.52",142.82,"","5","6/29/2021","","10/12/2021","10/26/2021","","10/26/2021",0.1195,0.1402,0.0107,"",4.833,15.829,"","",451.682242990654,0.0763195435092725,0.84015444015444,6,"",13,"n",28,0,"",31,"",NA,NA,"","12/6/2021",25,"1.93",0.23074,"6.97",1.6503,"0.81",0.21055,"",0.111932760600519,7.1522059460865,558,"TX","bent",10,12,70,"715",10,"5,8,13,15,18,22,25,27,34,40","n","98","",28.12,18.83,"8","4",707,"","KB assumed"
"R47-3-CF","RODA","47","3","Current/Future","yes","6.451","56.8807","50.4297","2","181.07","124.19","2.46","121.74","23.04","29.50",144.73,"","2","7/1/2021","","10/14/2021","10/23/2021","","10/23/2021",0.0482,0.0595,0.006,"",2.29,9.094,"","",381.666666666667,0.100840336134454,0.788785046728972,4,"",9,"n",30,0,"",30,"",NA,NA,"","10/28/2021",28,"1.02",0.09592,"0.23",0.02663,"0.17",0.05653,"",0.461281109751122,0.277627189324437,NA,"","",NA,NA,NA,"no fruits",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-3-F","RODA","47","3","Future","yes","6.823","57.2878","50.4648","7","170.16","112.87","2.24","121.83","23.06","29.88",144.83,"","7","6/28/2021","","10/12/2021","10/24/2021","","10/24/2021",0.053,0.0643,0.0062,"",2.382,9.802,"","",384.193548387097,0.0964230171073095,0.805507745266781,7,"",17,"n",38,0,"",42,"",NA,NA,"","10/28/2021",38,"2.25",0.20367,"0.67",0.08428,"0.37",0.08225,"",0.285639868032645,0.413806648009034,NA,"","",NA,NA,NA,"some fruits",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-4-C","RODA","47","4","Current","yes","6.776","57.136","50.36","7","176.97","119.83","2.38","121.58","23.01","29.79",144.53,"","7","6/29/2021","","10/12/2021","10/26/2021","-","10/26/2021",0.1613,0.1955,0.0154,"",5.83,16.754,"","",378.571428571429,0.078772378516624,0.810105496946141,4,"",12,"n",28,0,"",31,"",NA,NA,"","10/28/2021",25,"2.82",0.25508,"1.18",0.11322,"-",0.20106,"",0.545913657344556,0.443860749568763,NA,"","",NA,NA,NA,"no fruits",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-4-CF","RODA","47","4","Current/Future","yes","6.578","56.1885","49.6105","8","175.05","118.86","2.40","119.77","22.67","29.25",142.38,"","8","6/30/2021","","10/9/2021","10/23/2021","","10/23/2021",0.0558,0.0669,0.0068,"",2.459,9.035,"","",361.617647058824,0.101644245142003,0.815307820299501,4,"",12,"n",31,0,"",32,"",NA,NA,"","10/28/2021",31,"1.96",0.17492,"0.43",0.05513,"0.53",0.09882,"",0.429558791567051,0.315172650354448,NA,"","",NA,NA,NA,"some fruits",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-4-F","RODA","47","4","Future","yes","6.707","56.6819","49.9749","mix","169.48","112.80","2.26","120.65","22.84","29.54",143.43,"","mix","6/29/2021","","10/13/2021","10/24/2021","","10/24/2021",0.0419,0.0495,0.0054,"",1.832,8.749,"","",339.259259259259,0.109090909090909,0.827664399092971,6,"",13,"n",31,0,"",35,"",NA,NA,"","10/28/2021",31,"1.01",0.12895,"0.26",0.0651,"0.06",0.04532,"",0.233548054625097,0.504846839860411,NA,"","",NA,NA,NA,"some fruits",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-5-C","RODA","47","5","Current","yes","7.323","57.4457","50.1227","1","186.63","129.18","2.58","121.00","22.90","30.23",143.85,"","1","6/29/2021","","10/14/2021","10/25/2021","","10/25/2021",0.0927,0.1088,0.0086,"",3.626,12.87,"","",421.627906976744,0.0790441176470588,0.839321357285429,4,"",10,"n",25,0,"",29,"",NA,NA,"","10/28/2021",24,"2.22",0.20933,"0.93",0.09302,"0.39",0.11717,"",0.387531007110964,0.444370133282377,NA,"","",NA,NA,NA,"",NA,"","","","harvested at flower",NA,NA,"","",NA,"",""
"R47-5-CF","RODA","47","5","Current/Future","yes","6.815","57.2219","50.4069","1","183.37","126.15","2.50","121.69","23.03","29.85",144.67,"","1","6/28/2021","","10/13/2021","10/24/2021","-","10/24/2021",0.0413,0.0522,0.0064,"",1.814,7.241,"","",283.4375,0.122605363984674,0.762008733624454,4,"",11,"n",27,0,"",31,"",NA,NA,"","11/23/2021",27,"-",0.13318,"-",0.1607,"0.29",0.07105,"",0.241765346399891,1.20663763327827,42,"TX","straight",6,8,21.5,"61",10,"2,4,6,8,10,12,17,19,21,23","n","18","7 primary stalks noted as tiny; 2 additional branches with no flowers",19.85,12.78,"7","7",435,"EA",""
"R47-5-F","RODA","47","5","Future","yes","7.506","57.1761","49.6701","4","173.6","116.42","2.34","119.91","22.70","30.20",142.55,"","4","6/27/2021","","10/13/2021","10/26/2021","","10/26/2021",0.0526,0.0633,0.0074,"",2.035,9.949,"","",275,0.116903633491311,0.808586762075134,7,"",16,"n",36,0,"",41,"",NA,NA,"","11/23/2021",38,"-",0.18823,"-",0.20531,"0.57",0.11062,"",0.281089596991411,1.09074005206396,77,"TX","bent",8,6,23.5,"114",10,"6,13,17,19,21,23,25,27, 2 from sides","n","6","5 primary stalks ntoed as tiny; 1 additional branch with no flowers",19.76,12.31,"12","8",425,"EA",""
"R47-6-C","RODA","47","6","Current","yes","6.579","56.1472","49.5682","1","172.72","116.57","2.35","119.66","22.65","29.23",142.26,"","1","7/1/2021","","10/15/2021","10/25/2021","-","10/25/2021",0.109,0.1236,0.0101,"",4.599,14.558,"","",455.346534653465,0.0817152103559871,0.87136563876652,4,"",9,"n",23,0,"",28,"",NA,NA,"","12/6/2021",22,"1.61",0.17616,"7.67",1.6788,"0.48",0.17948,"",0.096756803381205,9.5299727520436,680,"CC","bent",9,12,56,"767",10,"2,19,22,24,26,28,30,32,34,36","n","120","",24.22,15.96,"2","6",725,"CH",""
"R47-6-CF","RODA","47","6","Current/Future","yes","6.74","56.7427","50.0027","1","180.95","124.21","2.48","120.71","22.85","29.59",143.51,"","1","6/30/2021","","-","-","-","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,2,"barely open cotelydons",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R47-6-F","RODA","47","6","Future","yes","6.749","56.2808","49.5318","1","179.37","123.09","2.49","119.58","22.63","29.38",142.16,"","1","","seeds bad","-","-","7/22/2021","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5-1-C","RODA","5","1","Current","ues","6.769","57.0733","50.3043","7","179.19","122.12","2.43","121.44","22.99","29.76",144.37,"","7","7/12/2021","slow or env","10/22/2021","10/29/2021","","10/29/2021",0.0832,0.0916,0.0069,"",3.633,15.449,"","",526.521739130435,0.0753275109170306,0.900826446280992,4,"",5,"n",17,0,"",25,"",NA,NA,"","12/2/2021",20,"-",0.13606,"-",1.2257,"-",NA,"",NA,9.00852565044833,366,"TX","leaning",7,7,59.5,"467",10,"4,6,8,10,12,14,16,18,20,22","n","79","",24.68,16.96,"8","2",667,"",""
"R5-1-CF","RODA","5","1","Current/Future","yes","6.649","56.1757","49.5267","6","183.26","127.08","2.57","119.56","22.63","29.28",142.14,"","6","7/1/2021","","10/9/2021","10/22/2021","","10/22/2021",0.0421,0.0498,0.0042,"removed two leaves at flower on accident",1.944,8.622,"","",462.857142857143,0.0843373493975904,0.831140350877193,4,"",10,"n",28,0,"",29,"",NA,NA,"","11/22/2021",28,"-",0.13408,"-",0.26593,"-",NA,"",NA,1.98336813842482,67,"TX","straight",6,6,29.5,"101",10,"3,5,7,9,11,13,15,17,19,21","n","3","2 came off pedicel with number 17; 2 additional branches with no flowers; 5 primary stalks noted as tiny",19.08,12.02,"3","7",408,"CC",""
"R5-1-F","RODA","5","1","Future","yes","6.937","57.4256","50.4886","5","173.75","116.32","2.30","121.89","23.07","30.01",144.9,"","5","7/2/2021","looks empty on 7/9 and 7/13","-","-","","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5-2-C","RODA","5","2","Current","yes","6.632","56.4349","49.8029","4","175.31","118.88","2.39","120.23","22.76","29.39",142.93,"","4","","seems to b generally slow to germinate but also could be an environment effect","-","","","",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5-2-CF","RODA","5","2","Current/Future","yes","6.899","57.0154","50.1164","6","182.11","125.09","2.50","120.99","22.90","29.80",143.83,"","6","","slow or env","-","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5-2-F","RODA","5","2","Future","yes","6.586","56.4884","49.9024","1","179.19","122.70","2.46","120.47","22.80","29.39",143.22,"","1","7/2/2021","looks empty on 7/7 and 7/13","-","-","7/22/2021","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R8-1-C","RODA","8","1","Current","yes","6.551","56.7733","50.2223","2","178.75","121.98","2.43","121.24","22.95","29.50",144.14,"","2","7/1/2021","","10/15/2021","10/25/2021","","10/25/2021",0.0913,0.1042,0.0088,"",3.723,13.857,"","",423.068181818182,0.0844529750479846,0.864779874213837,4,"",11,"n",24,0,"",31,"",NA,NA,"","12/7/2021",25,"-",0.2371,"-",1.9083,"-",NA,"",NA,8.0485027414593,599,"TX","bent",9,11,70,"819",10,"6,8,10,12,14,16,18,20,22,24","n","179","could keep going but is dehiscing",29.75,20.35,"1","1",722,"",""
"R8-1-CF","RODA","8","1","Current/Future","yes","6.543","56.1271","49.5841","1","179.41","123.28","2.49","119.70","22.66","29.20",142.31,"","1","6/29/2021","","10/5/2021","10/18/2021","","10/18/2021",0.0603,0.0718,0.0081,"",2.597,9.226,"","",320.617283950617,0.112813370473538,0.819466248037676,6,"",14,"n",33,0,"",NA,"",31,8,"","11/13/2021",29,"0.4313",0.14074,"0.717",0.2226,"-",NA,"",NA,1.58163990336791,68,"TM","straight",8,1,26.5,"90",10,"3,5,8,10,12,14,16,18,20,22","y","0","",18.13,11.58,"3","6",699,"CH",""
"R8-1-F","RODA","8","1","Future","yes","6.847","56.8825","50.0355","1","169.62","112.74","2.25","120.79","22.86","29.71",143.6,"","1","6/27/2021","","11/10/2021","11/16/2021","","11/16/2021",0.0167,0.0188,0.00167,"looks hydrated when leaf collected; dried on 10^-5 scale; was super late to flower",0.884,5.505,"approx 240pixels/cm","global scale did not work here. Had to measure alone.",529.341317365269,0.0888297872340426,0.877408056042032,8,"",18,"n",28,0,"",38,"",NA,NA,"","12/16/2021",37,"-",0.05134,"-",0.1524,"-",NA,"",NA,2.96844565640826,62,"","leaning",10,1,22,"102",10,"all over.","y","0","",11.96,6.97,"7","8",386,"EA",""
"R8-2-C","RODA","8","2","Current","yes","6.574","56.3091","49.7351","1","179.73","123.42","2.48","120.07","22.73","29.30",142.74,"","1","6/29/2021","","10/14/2021","10/27/2021","","10/27/2021",0.1191,0.1273,0.0104,"",4.825,15.775,"","",463.942307692308,0.0816967792615868,0.929854576561163,5,"",12,"n",22,0,"",29,"on 10/14",23,39,"1 started lateral shoot","12/7/2021",25,"-",0.193,"-",1.9623,"-",NA,"",NA,10.1673575129534,645,"TX","broken",10,13,63.5,"906",10,"2,4,6,8,13,15,20,22,24,26","n","134","1 pirmary stalk is noted as tiny",27.94,18.75,"2","1",727,"",""
"R8-2-CF","RODA","8","2","Current/Future","yes","6.535","56.6652","50.1302","1","180","123.33","2.46","121.02","22.91","29.44",143.87,"missed weighing this pot in the first round of weighing upstairs. Took 6/25 weight + 3g","1","6/28/2021","","10/8/2021","10/22/2021","","10/22/2021",0.0497,0.0601,0.0067,"",2.22,8.799,"","",331.34328358209,0.111480865224626,0.805243445692884,6,"",14,"n",29,0,"",32,"",NA,NA,"","11/22/2021",28,"-",0.10546,"-",0.22395,"-",NA,"",NA,2.12355395410582,58,"TX","",8,3,24.5,"114",10,"2,4,6,8,10,12,15,17,19,22","n","25","; 2 additional branches with no flowers; 2 primary stalks noted as tiny",21.29,13.26,"3","9",446,"SB",""
"R8-2-F","RODA","8","2","Future","yes","6.779","56.5793","49.8003","1","183.79","127.21","2.55","120.23","22.76","29.54",142.93,"","1","6/27/2021","","10/21/2021","10/27/2021","7/26/2021","10/27/2021",0.038,0.0496,0.0045,"not quite by 10.15",1.709,8.09,"","",379.777777777778,0.0907258064516129,0.742793791574279,9,"",20,"n",31,0,"",36,"",42,0,"on 10/21/21 which is the day it flowered","11/24/2021",39,"-",0.12699,"-",0.19108,"-",NA,"",NA,1.50468540829987,49,"TX","straight",10,8,22.5,"88",10,"2,4,6,8,10,12,14,16,18,1 on side","y","0","7 primary stalks ntoed as tiny",18.91,12.23,"8","8",461,"EA",""
"R9-1-C","RODA","9","1","Current","yes","6.549","56.8309","50.2819","1","176.96","120.13","2.39","121.39","22.98","29.53",144.31,"","1","6/30/2021","","10/14/2021","10/26/2021","","10/26/2021",0.1208,0.1426,0.0113,"",4.242,15.555,"","",375.398230088496,0.0792426367461431,0.833968012185834,6,"",11,"n",28,0,"",34,"",NA,NA,"","12/16/2021",28,"-",0.31559,"-",2.5963,"-",NA,"",NA,8.22681327038246,514,"TX","bent",10,12,75,"1108",10,"3,6,8,10,14,16,18,20,22,24","n","64","could keep going a little, 1 open; 1 not counted primary stalk with no flowers",28.59,19.12,"9","6",707,"CC",""
"R9-1-CF","RODA","9","1","Current/Future","yes","6.602","56.5949","49.9929","7","187.76","131.17","2.62","120.69","22.84","29.45",143.48,"","7","6/29/2021","","10/9/2021","10/21/2021","","10/21/2021",0.0407,0.0471,0.0039,"",1.918,8.023,"","",491.794871794872,0.0828025477707006,0.851851851851852,6,"",13,"n",28,0,"",31,"",28,15,"","11/24/2021",28,"-",0.09235,"-",0.2663,"-",NA,"",NA,2.88359501894965,73,"TX","bent",8,9,30.5,"88",10,"2,4,6,8,10,12,14,16,18,20","n","10","8 primary stalks noted as tiny",20.32,13.24,"4","2",512,"SB",""
"R9-1-F","RODA","9","1","Future","yes","6.774","57.1322","50.3582","6","180.78","123.65","2.46","121.57","23.01","29.79",144.53,"","6","","?","-","-","7/28/2021","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9-2-C","RODA","9","2","Current","yes","6.445","56.6845","50.2395","1","179.67","122.99","2.45","121.29","22.96","29.40",144.19,"","1","6/30/2021","","10/6/2021","10/25/2021","","10/25/2021",0.1391,0.1571,0.0121,"",5.226,16.156,"","",431.900826446281,0.0770210057288351,0.875862068965517,6,"",12,"n",25,0,"bolt 10/6",NA,"bolt 10/6",NA,NA,"","12/16/2021",26,"-",0.25721,"-",1.986,"-",NA,"",NA,7.72131721161697,807,"CC","bent",10,9,77,"889",10,"5,7,9,11,13,18,20,22,24,26","n","52","could keep going, 0 open",28.03,19.24,"7","5",701,"CC",""
"R9-2-CF","RODA","9","2","Current/Future","yes","6.71","56.4991","49.7891","8","176.11","119.61","2.40","120.20","22.75","29.46",142.89,"","8","6/28/2021","","10/10/2021","10/23/2021","","10/23/2021",0.0392,0.0481,0.0055,"",1.754,8.118,"","",318.909090909091,0.114345114345114,0.791079812206573,6,"",12,"n",28,0,"",32,"",NA,NA,"","11/24/2021",30,"-",0.13285,"-",0.27848,"-",NA,"",NA,2.09619872036131,69,"TX","bent",8,7,29.5,"95",10,"1,3,4,6,8,10,12,14,16,19","n","6","6 primary stalks noted as tiny",19.95,12.53,"7","1",442,"",""
"R9-2-F","RODA","9","2","Future","yes","7.32","57.0309","49.7109","7","179.88","122.85","2.47","120.01","22.72","30.04",142.67,"","7","6/28/2021","","10/13/2021","10/26/2021","","10/26/2021",0.056,0.0636,0.0063,"",2.32,10.351,"","",368.253968253968,0.0990566037735849,0.867364746945899,7,"",16,"n",33,0,"",36,"",NA,NA,"","11/24/2021",36,"-",0.15901,"-",0.26498,"-",NA,"",NA,1.66643607320294,77,"TX","straight",12,7,24.5,"100",10,"4,6,8,10,12,14,16,18,20,23","n","9","6 primary stalks noted as tiny",20.96,14.38,"10","8",487,"EA",""
